region,date,value
fid007,4/30/2020,230378
fid007,4/24/2020,239593
fid007,3/5/2020,347334
fid007,4/18/2020,242249
fid007,3/7/2020,358121
fid007,3/13/2020,329160
fid007,4/26/2020,232505
fid007,4/27/2020,232101
fid007,3/6/2020,330861
fid008,4/16/2020,1568554
fid008,4/2/2020,1721332
fid008,3/23/2020,1697069
fid008,3/22/2020,1725623
fid008,4/3/2020,1662202
fid008,4/17/2020,1359038
fid008,4/1/2020,1898802
fid008,3/8/2020,1889850
fid008,4/15/2020,1540961
fid008,3/20/2020,1670034
fid008,4/29/2020,1297514
fid008,3/21/2020,1689295
fid008,4/28/2020,1360169
fid008,4/14/2020,1486853
fid008,3/9/2020,1863332
fid008,3/31/2020,1793832
fid008,3/25/2020,1816970
fid008,4/4/2020,1604584
fid008,4/10/2020,1820557
fid008,3/19/2020,2741476
fid008,4/11/2020,1716533
fid008,3/18/2020,1745856
fid008,4/5/2020,1670804
fid008,3/24/2020,1835968
fid008,3/30/2020,1764588
fid008,3/26/2020,1846421
fid008,4/13/2020,1636622
fid008,4/7/2020,1738129
fid008,4/6/2020,1705255
fid008,4/12/2020,1802976
fid008,3/27/2020,1767707
fid008,2/14/2020,1969196
fid008,5/9/2020,1406912
fid008,5/21/2020,1360018
fid008,2/28/2020,1841124
fid008,5/20/2020,1448933
fid008,2/29/2020,1945922
fid008,2/1/2020,2261678
fid008,5/8/2020,1374743
fid008,2/15/2020,2020714
fid008,2/3/2020,1912132
fid008,2/17/2020,1745702
fid008,5/22/2020,1562287
fid008,5/23/2020,1425321
fid008,2/2/2020,2090199
fid008,5/27/2020,1577632
fid008,2/6/2020,1892518
fid008,2/12/2020,1719763
fid008,2/13/2020,1777207
fid008,2/7/2020,1854729
fid008,5/26/2020,1618954
fid008,5/24/2020,1555342
fid008,5/30/2020,1392613
fid008,2/11/2020,1950033
fid008,5/18/2020,1394792
fid008,2/5/2020,1974068
fid008,2/10/2020,2000764
fid008,5/19/2020,1377773
fid008,5/31/2020,1597025
fid008,5/25/2020,1453242
fid008,2/21/2020,1900610
fid008,5/28/2020,1512443
fid008,2/9/2020,2166018
fid008,5/14/2020,1288315
fid008,5/15/2020,1381453
fid008,5/1/2020,1148046
fid008,2/8/2020,1950605
fid008,2/20/2020,2246056
fid008,5/29/2020,1479624
fid008,2/22/2020,1952945
fid008,5/17/2020,1318135
fid008,5/3/2020,1276220
fid008,5/2/2020,1342734
fid008,5/16/2020,1405031
fid008,2/23/2020,1939254
fid008,5/12/2020,1350358
fid008,5/6/2020,1255724
fid008,2/27/2020,1837080
fid008,2/26/2020,1700524
fid008,5/7/2020,1449606
fid008,5/13/2020,1319691
fid008,5/5/2020,1323332
fid008,5/11/2020,1363354
fid008,2/18/2020,1968040
fid008,2/24/2020,1820104
fid008,2/25/2020,1778598
fid008,5/10/2020,1495990
fid008,2/19/2020,1886163
fid008,5/4/2020,1264185
fid008,4/23/2020,1409394
fid008,3/2/2020,1917733
fid008,3/16/2020,1953457
fid008,3/17/2020,1882939
fid008,3/3/2020,1886531
fid008,4/22/2020,1431892
fid008,4/20/2020,1352146
fid008,3/29/2020,1779888
fid008,3/15/2020,1795600
fid008,4/8/2020,1870987
fid008,4/9/2020,1772003
fid008,3/14/2020,1753039
fid008,4/21/2020,1379552
fid008,3/28/2020,1862422
fid008,4/19/2020,1415803
fid008,4/25/2020,1222989
fid008,4/30/2020,1284999
fid008,4/24/2020,1482793
fid008,3/5/2020,1934221
fid008,4/18/2020,1342931
fid008,3/7/2020,2052852
fid008,3/13/2020,1807429
fid008,4/26/2020,1232183
fid008,4/27/2020,1186836
fid008,3/6/2020,1834389
fid009,4/16/2020,112352
fid009,4/2/2020,131612
fid009,3/23/2020,126463
fid009,3/22/2020,123091
fid009,4/3/2020,135109
fid009,4/17/2020,111488
fid009,4/1/2020,128471
fid009,3/8/2020,126298
fid009,4/15/2020,107642
fid009,3/20/2020,128450
fid009,4/29/2020,107032
fid009,3/21/2020,129787
fid009,4/28/2020,104235
fid009,4/14/2020,111207
fid009,3/9/2020,122836
fid009,3/31/2020,140704
fid009,3/25/2020,140257
fid009,4/4/2020,128194
fid009,4/10/2020,128464
fid009,3/19/2020,202045
fid009,4/11/2020,124934
fid009,3/18/2020,131356
fid009,4/5/2020,127036
fid009,3/24/2020,141405
fid009,3/30/2020,129974
fid009,3/26/2020,149521
fid009,4/13/2020,117791
fid009,4/7/2020,134243
fid009,4/6/2020,123054
fid009,4/12/2020,127275
fid009,3/27/2020,130494
fid009,2/14/2020,136436
fid009,5/9/2020,106768
fid009,5/21/2020,108322
fid009,2/28/2020,129935
fid009,5/20/2020,117208
fid009,2/29/2020,135177
fid009,2/1/2020,138483
fid009,5/8/2020,107979
fid009,2/15/2020,132407
fid009,2/3/2020,131566
fid009,2/17/2020,124195
fid009,5/22/2020,111596
fid009,5/23/2020,101284
fid009,2/2/2020,131261
fid009,5/27/2020,109160
fid009,2/6/2020,137123
fid009,2/12/2020,127547
fid009,2/13/2020,130797
fid009,2/7/2020,136131
fid009,5/26/2020,106482
fid009,5/24/2020,94471
fid009,5/30/2020,99535
fid009,2/11/2020,144964
fid009,5/18/2020,104630
fid009,2/5/2020,137993
fid009,2/10/2020,154774
fid009,5/19/2020,98186
fid009,5/31/2020,107868
fid009,5/25/2020,94861
fid009,2/21/2020,131106
fid009,5/28/2020,108925
fid009,2/9/2020,138314
fid009,5/14/2020,116617
fid009,5/15/2020,113313
fid009,5/1/2020,104963
fid009,2/8/2020,138068
fid009,2/20/2020,139424
fid009,5/29/2020,108886
fid009,2/22/2020,136204
fid009,5/17/2020,107631
fid009,5/3/2020,100455
fid009,5/2/2020,109571
fid009,5/16/2020,104899
fid009,2/23/2020,124424
fid009,5/12/2020,113541
fid009,5/6/2020,111924
fid009,2/27/2020,135187
fid009,2/26/2020,132487
fid009,5/7/2020,110162
fid009,5/13/2020,115497
fid009,5/5/2020,117081
fid009,5/11/2020,108942
fid009,2/18/2020,142216
fid009,2/24/2020,124632
fid009,2/25/2020,133262
fid009,5/10/2020,113228
fid009,2/19/2020,136156
fid009,5/4/2020,111929
fid009,4/23/2020,105544
fid009,3/2/2020,132084
fid009,3/16/2020,132033
fid009,3/17/2020,140448
fid009,3/3/2020,127993
fid009,4/22/2020,107659
fid009,4/20/2020,100748
fid009,3/29/2020,138041
fid009,3/15/2020,112945
fid009,4/8/2020,131329
fid009,4/9/2020,148912
fid009,3/14/2020,120153
fid009,4/21/2020,105673
fid009,3/28/2020,122688
fid009,4/19/2020,105323
fid009,4/25/2020,103160
fid009,4/30/2020,108653
fid009,4/24/2020,104505
fid009,3/5/2020,137898
fid009,4/18/2020,109038
fid009,3/7/2020,137013
fid009,3/13/2020,122246
fid009,4/26/2020,91459
fid009,4/27/2020,103632
fid009,3/6/2020,130991
fid010,4/16/2020,244808
fid010,4/2/2020,289543
fid010,3/23/2020,316861
fid010,3/22/2020,317823
fid010,4/3/2020,298516
fid010,4/17/2020,241750
fid010,4/1/2020,322188
fid010,3/8/2020,347164
fid010,4/15/2020,273581
fid010,3/20/2020,285853
fid010,4/29/2020,224158
fid010,3/21/2020,306529
fid010,4/28/2020,249282
fid010,4/14/2020,275116
fid010,3/9/2020,336504
fid010,3/31/2020,306775
fid010,3/25/2020,325741
fid010,4/4/2020,293082
fid010,4/10/2020,298506
fid010,3/19/2020,288584
fid010,4/11/2020,272717
fid010,3/18/2020,346618
fid010,4/5/2020,274175
fid010,3/24/2020,325553
fid010,3/30/2020,346186
fid010,3/26/2020,325328
fid010,4/13/2020,282349
fid010,4/7/2020,306295
fid010,4/6/2020,291730
fid010,4/12/2020,304478
fid010,3/27/2020,326122
fid010,2/14/2020,343456
fid010,5/9/2020,270425
fid010,5/21/2020,258854
fid010,2/28/2020,327917
fid010,5/20/2020,246269
fid010,2/29/2020,327018
fid010,2/1/2020,346013
fid010,5/8/2020,280123
fid010,2/15/2020,338100
fid010,2/3/2020,344439
fid010,2/17/2020,308986
fid010,5/22/2020,291981
fid010,5/23/2020,268170
fid010,2/2/2020,336788
fid010,5/27/2020,262382
fid010,2/6/2020,367960
fid010,2/12/2020,346777
fid010,2/13/2020,339315
fid010,2/7/2020,371802
fid010,5/26/2020,260947
fid010,5/24/2020,276585
fid010,5/30/2020,264272
fid010,2/11/2020,361526
fid010,5/18/2020,265567
fid010,2/5/2020,329678
fid010,2/10/2020,366353
fid010,5/19/2020,243745
fid010,5/31/2020,248284
fid010,5/25/2020,254381
fid010,2/21/2020,330810
fid010,5/28/2020,266492
fid010,2/9/2020,349097
fid010,5/14/2020,256636
fid010,5/15/2020,248591
fid010,5/1/2020,229040
fid010,2/8/2020,383967
fid010,2/20/2020,342514
fid010,5/29/2020,252509
fid010,2/22/2020,330103
fid010,5/17/2020,240273
fid010,5/3/2020,221429
fid010,5/2/2020,244146
fid010,5/16/2020,238826
fid010,2/23/2020,329446
fid010,5/12/2020,249887
fid010,5/6/2020,234297
fid010,2/27/2020,316767
fid010,2/26/2020,335734
fid010,5/7/2020,256907
fid010,5/13/2020,242419
fid010,5/5/2020,258157
fid010,5/11/2020,266618
fid010,2/18/2020,349511
fid010,2/24/2020,329415
fid010,2/25/2020,327878
fid010,5/10/2020,270558
fid010,2/19/2020,335007
fid010,5/4/2020,226976
fid010,4/23/2020,264411
fid010,3/2/2020,334778
fid010,3/16/2020,330055
fid010,3/17/2020,318230
fid010,3/3/2020,330426
fid010,4/22/2020,247892
fid010,4/20/2020,276204
fid010,3/29/2020,321750
fid010,3/15/2020,296228
fid010,4/8/2020,287456
fid010,4/9/2020,287020
fid010,3/14/2020,309607
fid010,4/21/2020,243507
fid010,3/28/2020,317390
fid010,4/19/2020,238257
fid010,4/25/2020,242622
fid010,4/30/2020,244553
fid010,4/24/2020,249147
fid010,3/5/2020,373711
fid010,4/18/2020,266703
fid010,3/7/2020,351005
fid010,3/13/2020,322214
fid010,4/26/2020,216868
fid010,4/27/2020,216878
fid010,3/6/2020,343703
fid011,4/16/2020,553025
fid011,4/2/2020,694632
fid011,3/23/2020,691398
fid011,3/22/2020,696139
fid011,4/3/2020,729546
fid011,4/17/2020,568482
fid011,4/1/2020,719035
fid011,3/8/2020,626690
fid011,4/15/2020,602211
fid011,3/20/2020,654282
fid011,4/29/2020,556943
fid011,3/21/2020,664044
fid011,4/28/2020,560992
fid011,4/14/2020,634942
fid011,3/9/2020,671139
fid011,3/31/2020,673479
fid011,3/25/2020,703701
fid011,4/4/2020,638668
fid011,4/10/2020,643828
fid011,3/19/2020,609847
fid011,4/11/2020,677542
fid011,3/18/2020,703681
fid011,4/5/2020,655718
fid011,3/24/2020,661442
fid011,3/30/2020,712225
fid011,3/26/2020,758472
fid011,4/13/2020,609741
fid011,4/7/2020,702469
fid011,4/6/2020,675859
fid011,4/12/2020,701819
fid011,3/27/2020,685410
fid011,2/14/2020,760828
fid011,5/9/2020,524225
fid011,5/21/2020,543229
fid011,2/28/2020,692570
fid011,5/20/2020,590697
fid011,2/29/2020,683273
fid011,2/1/2020,774738
fid011,5/8/2020,556881
fid011,2/15/2020,712972
fid011,2/3/2020,739045
fid011,2/17/2020,635204
fid011,5/22/2020,596795
fid011,5/23/2020,499122
fid011,2/2/2020,653221
fid011,5/27/2020,527761
fid011,2/6/2020,730906
fid011,2/12/2020,646930
fid011,2/13/2020,699728
fid011,2/7/2020,747598
fid011,5/26/2020,566002
fid011,5/24/2020,489863
fid011,5/30/2020,515324
fid011,2/11/2020,732205
fid011,5/18/2020,495065
fid011,2/5/2020,746572
fid011,2/10/2020,694428
fid011,5/19/2020,525611
fid011,5/31/2020,521107
fid011,5/25/2020,481795
fid011,2/21/2020,717968
fid011,5/28/2020,515914
fid011,2/9/2020,707019
fid011,5/14/2020,521443
fid011,5/15/2020,529366
fid011,5/1/2020,511265
fid011,2/8/2020,755586
fid011,2/20/2020,826944
fid011,5/29/2020,565111
fid011,2/22/2020,686888
fid011,5/17/2020,474515
fid011,5/3/2020,440985
fid011,5/2/2020,506220
fid011,5/16/2020,521839
fid011,2/23/2020,612389
fid011,5/12/2020,510331
fid011,5/6/2020,550118
fid011,2/27/2020,720714
fid011,2/26/2020,693868
fid011,5/7/2020,563341
fid011,5/13/2020,539148
fid011,5/5/2020,509233
fid011,5/11/2020,495617
fid011,2/18/2020,672695
fid011,2/24/2020,662629
fid011,2/25/2020,689670
fid011,5/10/2020,542799
fid011,2/19/2020,706482
fid011,5/4/2020,524073
fid011,4/23/2020,606298
fid011,3/2/2020,662549
fid011,3/16/2020,594855
fid011,3/17/2020,680478
fid011,3/3/2020,692679
fid011,4/22/2020,538061
fid011,4/20/2020,603731
fid011,3/29/2020,653543
fid011,3/15/2020,604935
fid011,4/8/2020,666027
fid011,4/9/2020,654007
fid011,3/14/2020,662626
fid011,4/21/2020,634451
fid011,3/28/2020,671542
fid011,4/19/2020,545398
fid011,4/25/2020,526175
fid011,4/30/2020,476505
fid011,4/24/2020,530310
fid011,3/5/2020,732550
fid011,4/18/2020,547414
fid011,3/7/2020,698462
fid011,3/13/2020,594803
fid011,4/26/2020,501030
fid011,4/27/2020,562218
fid011,3/6/2020,682733
fid012,4/16/2020,628181
fid012,4/2/2020,678529
fid012,3/23/2020,683081
fid012,3/22/2020,702387
fid012,4/3/2020,682284
fid012,4/17/2020,583296
fid012,4/1/2020,722497
fid012,3/8/2020,731431
fid012,4/15/2020,607175
fid012,3/20/2020,665914
fid012,4/29/2020,501105
fid012,3/21/2020,695616
fid012,4/28/2020,551334
fid012,4/14/2020,619634
fid012,3/9/2020,735339
fid012,3/31/2020,707965
fid012,3/25/2020,675231
fid012,4/4/2020,661482
fid012,4/10/2020,643586
fid012,3/19/2020,736247
fid012,4/11/2020,694280
fid012,3/18/2020,731586
fid012,4/5/2020,717628
fid012,3/24/2020,730031
fid012,3/30/2020,713522
fid012,3/26/2020,726536
fid012,4/13/2020,594603
fid012,4/7/2020,703973
fid012,4/6/2020,658442
fid012,4/12/2020,717210
fid012,3/27/2020,742476
fid012,2/14/2020,809668
fid012,5/9/2020,568969
fid012,5/21/2020,573658
fid012,2/28/2020,736068
fid012,5/20/2020,541563
fid012,2/29/2020,695750
fid012,2/1/2020,764749
fid012,5/8/2020,539247
fid012,2/15/2020,740753
fid012,2/3/2020,708180
fid012,2/17/2020,630945
fid012,5/22/2020,561498
fid012,5/23/2020,548562
fid012,2/2/2020,705592
fid012,5/27/2020,582314
fid012,2/6/2020,712914
fid012,2/12/2020,700091
fid012,2/13/2020,738915
fid012,2/7/2020,723384
fid012,5/26/2020,526400
fid012,5/24/2020,624157
fid012,5/30/2020,569832
fid012,2/11/2020,739399
fid012,5/18/2020,529538
fid012,2/5/2020,745737
fid012,2/10/2020,740102
fid012,5/19/2020,561901
fid012,5/31/2020,547059
fid012,5/25/2020,557184
fid012,2/21/2020,725463
fid012,5/28/2020,578029
fid012,2/9/2020,701430
fid012,5/14/2020,496734
fid012,5/15/2020,572025
fid012,5/1/2020,509919
fid012,2/8/2020,758867
fid012,2/20/2020,847948
fid012,5/29/2020,594853
fid012,2/22/2020,747940
fid012,5/17/2020,535048
fid012,5/3/2020,516077
fid012,5/2/2020,520243
fid012,5/16/2020,570906
fid012,2/23/2020,726395
fid012,5/12/2020,561327
fid012,5/6/2020,532582
fid012,2/27/2020,722014
fid012,2/26/2020,682673
fid012,5/7/2020,583626
fid012,5/13/2020,546445
fid012,5/5/2020,563104
fid012,5/11/2020,526169
fid012,2/18/2020,693048
fid012,2/24/2020,653743
fid012,2/25/2020,680512
fid012,5/10/2020,575580
fid012,2/19/2020,712412
fid012,5/4/2020,501876
fid012,4/23/2020,574383
fid012,3/2/2020,713757
fid012,3/16/2020,754145
fid012,3/17/2020,733192
fid012,3/3/2020,778469
fid012,4/22/2020,551825
fid012,4/20/2020,555787
fid012,3/29/2020,673548
fid012,3/15/2020,661949
fid012,4/8/2020,627015
fid012,4/9/2020,700034
fid012,3/14/2020,695927
fid012,4/21/2020,551272
fid012,3/28/2020,660912
fid012,4/19/2020,534848
fid012,4/25/2020,522299
fid012,4/30/2020,533498
fid012,4/24/2020,581503
fid012,3/5/2020,833299
fid012,4/18/2020,577029
fid012,3/7/2020,793823
fid012,3/13/2020,712637
fid012,4/26/2020,494535
fid012,4/27/2020,512841
fid012,3/6/2020,731959
fid013,4/16/2020,820034
fid013,4/2/2020,898756
fid013,3/23/2020,818299
fid013,3/22/2020,831251
fid013,4/3/2020,893755
fid013,4/17/2020,731674
fid013,4/1/2020,884283
fid013,3/8/2020,775927
fid013,4/15/2020,734292
fid013,3/20/2020,781460
fid013,4/29/2020,682948
fid013,3/21/2020,840033
fid013,4/28/2020,684457
fid013,4/14/2020,699176
fid013,3/9/2020,817093
fid013,3/31/2020,878456
fid013,3/25/2020,863096
fid013,4/4/2020,867579
fid013,4/10/2020,867931
fid013,3/19/2020,843111
fid013,4/11/2020,850294
fid013,3/18/2020,849318
fid013,4/5/2020,841169
fid013,3/24/2020,869775
fid013,3/30/2020,958074
fid013,3/26/2020,879076
fid013,4/13/2020,751924
fid013,4/7/2020,837739
fid013,4/6/2020,807063
fid013,4/12/2020,844535
fid013,3/27/2020,834934
fid013,2/14/2020,846975
fid013,5/9/2020,665774
fid013,5/21/2020,642012
fid013,2/28/2020,874366
fid013,5/20/2020,749171
fid013,2/29/2020,1021999
fid013,2/1/2020,964948
fid013,5/8/2020,719495
fid013,2/15/2020,880280
fid013,2/3/2020,804790
fid013,2/17/2020,926012
fid013,5/22/2020,663770
fid013,5/23/2020,649395
fid013,2/2/2020,852915
fid013,5/27/2020,671157
fid013,2/6/2020,924983
fid013,2/12/2020,727576
fid013,2/13/2020,815269
fid013,2/7/2020,924748
fid013,5/26/2020,638765
fid013,5/24/2020,670940
fid013,5/30/2020,743337
fid013,2/11/2020,792969
fid013,5/18/2020,629052
fid013,2/5/2020,875668
fid013,2/10/2020,913149
fid013,5/19/2020,682910
fid013,5/31/2020,638713
fid013,5/25/2020,577445
fid013,2/21/2020,826642
fid013,5/28/2020,701453
fid013,2/9/2020,879492
fid013,5/14/2020,1012384
fid013,5/15/2020,673949
fid013,5/1/2020,629006
fid013,2/8/2020,961627
fid013,2/20/2020,1025654
fid013,5/29/2020,658584
fid013,2/22/2020,917037
fid013,5/17/2020,755736
fid013,5/3/2020,635396
fid013,5/2/2020,677592
fid013,5/16/2020,658219
fid013,2/23/2020,769333
fid013,5/12/2020,670449
fid013,5/6/2020,703649
fid013,2/27/2020,902794
fid013,2/26/2020,827038
fid013,5/7/2020,746364
fid013,5/13/2020,612431
fid013,5/5/2020,660458
fid013,5/11/2020,649115
fid013,2/18/2020,766326
fid013,2/24/2020,835597
fid013,2/25/2020,868528
fid013,5/10/2020,696131
fid013,2/19/2020,827645
fid013,5/4/2020,623570
fid013,4/23/2020,768650
fid013,3/2/2020,822961
fid013,3/16/2020,864484
fid013,3/17/2020,885550
fid013,3/3/2020,810669
fid013,4/22/2020,706653
fid013,4/20/2020,676437
fid013,3/29/2020,833025
fid013,3/15/2020,757922
fid013,4/8/2020,905874
fid013,4/9/2020,853331
fid013,3/14/2020,835083
fid013,4/21/2020,671161
fid013,3/28/2020,925301
fid013,4/19/2020,691819
fid013,4/25/2020,704025
fid013,4/30/2020,623406
fid013,4/24/2020,730002
fid013,3/5/2020,909856
fid013,4/18/2020,697890
fid013,3/7/2020,974424
fid013,3/13/2020,823210
fid013,4/26/2020,603214
fid013,4/27/2020,665856
fid013,3/6/2020,864595
fid014,4/16/2020,2164553
fid014,4/2/2020,2444637
fid014,3/23/2020,2335542
fid014,3/22/2020,2351943
fid014,4/3/2020,2517430
fid014,4/17/2020,2127493
fid014,4/1/2020,2493782
fid014,3/8/2020,2170602
fid014,4/15/2020,2090345
fid014,3/20/2020,2379728
fid014,4/29/2020,1991697
fid014,3/21/2020,2336832
fid014,4/28/2020,1957715
fid014,4/14/2020,2077128
fid014,3/9/2020,2176563
fid014,3/31/2020,2286425
fid014,3/25/2020,2435741
fid014,4/4/2020,2383714
fid014,4/10/2020,2573073
fid014,3/19/2020,2318319
fid014,4/11/2020,2275550
fid014,3/18/2020,2343264
fid014,4/5/2020,2478993
fid014,3/24/2020,2457917
fid014,3/30/2020,2461330
fid014,3/26/2020,2515158
fid014,4/13/2020,2157746
fid014,4/7/2020,2374041
fid014,4/6/2020,2388847
fid014,4/12/2020,2424190
fid014,3/27/2020,2424713
fid014,2/14/2020,2331570
fid014,5/9/2020,1806592
fid014,5/21/2020,1952948
fid014,2/28/2020,2188193
fid014,5/20/2020,2194875
fid014,2/29/2020,2150507
fid014,2/1/2020,2567548
fid014,5/8/2020,1966830
fid014,2/15/2020,2446812
fid014,2/3/2020,2220387
fid014,2/17/2020,1977961
fid014,5/22/2020,1955629
fid014,5/23/2020,1836321
fid014,2/2/2020,2185722
fid014,5/27/2020,1882791
fid014,2/6/2020,2430066
fid014,2/12/2020,2173590
fid014,2/13/2020,2342610
fid014,2/7/2020,2474557
fid014,5/26/2020,2101427
fid014,5/24/2020,1849872
fid014,5/30/2020,1930303
fid014,2/11/2020,2339319
fid014,5/18/2020,1891000
fid014,2/5/2020,2461799
fid014,2/10/2020,2232110
fid014,5/19/2020,1930785
fid014,5/31/2020,1881752
fid014,5/25/2020,1592706
fid014,2/21/2020,2371378
fid014,5/28/2020,2092349
fid014,2/9/2020,2439196
fid014,5/14/2020,1879042
fid014,5/15/2020,1977907
fid014,5/1/2020,1872985
fid014,2/8/2020,2497533
fid014,2/20/2020,2805802
fid014,5/29/2020,2011638
fid014,2/22/2020,2414091
fid014,5/17/2020,1784604
fid014,5/3/2020,1950328
fid014,5/2/2020,2024763
fid014,5/16/2020,1864335
fid014,2/23/2020,2244204
fid014,5/12/2020,1935544
fid014,5/6/2020,1851962
fid014,2/27/2020,2098385
fid014,2/26/2020,2164824
fid014,5/7/2020,2115794
fid014,5/13/2020,2010889
fid014,5/5/2020,2005226
fid014,5/11/2020,2010059
fid014,2/18/2020,2212565
fid014,2/24/2020,2106757
fid014,2/25/2020,2079549
fid014,5/10/2020,2038862
fid014,2/19/2020,2217080
fid014,5/4/2020,1859238
fid014,4/23/2020,2078764
fid014,3/2/2020,2226490
fid014,3/16/2020,2222894
fid014,3/17/2020,2445360
fid014,3/3/2020,2165875
fid014,4/22/2020,2008842
fid014,4/20/2020,1964297
fid014,3/29/2020,2204026
fid014,3/15/2020,1901620
fid014,4/8/2020,2549891
fid014,4/9/2020,2468862
fid014,3/14/2020,2057524
fid014,4/21/2020,2039802
fid014,3/28/2020,2277448
fid014,4/19/2020,1993966
fid014,4/25/2020,1969742
fid014,4/30/2020,1786890
fid014,4/24/2020,2142495
fid014,3/5/2020,2540483
fid014,4/18/2020,2126516
fid014,3/7/2020,2220692
fid014,3/13/2020,2168047
fid014,4/26/2020,1834218
fid014,4/27/2020,1930586
fid014,3/6/2020,2342003
fid015,4/16/2020,270597
fid015,4/2/2020,366258
fid015,3/23/2020,305027
fid015,3/22/2020,327184
fid015,4/3/2020,357681
fid015,4/17/2020,293036
fid015,4/1/2020,359201
fid015,3/8/2020,317959
fid015,4/15/2020,272908
fid015,3/20/2020,350026
fid015,4/29/2020,268690
fid015,3/21/2020,338314
fid015,4/28/2020,273351
fid015,4/14/2020,269313
fid015,3/9/2020,288154
fid015,3/31/2020,368358
fid015,3/25/2020,333131
fid015,4/4/2020,341567
fid015,4/10/2020,325078
fid015,3/19/2020,335020
fid015,4/11/2020,308990
fid015,3/18/2020,340693
fid015,4/5/2020,309117
fid015,3/24/2020,285452
fid015,3/30/2020,344837
fid015,3/26/2020,388861
fid015,4/13/2020,297121
fid015,4/7/2020,337799
fid015,4/6/2020,276958
fid015,4/12/2020,332871
fid015,3/27/2020,338852
fid015,2/14/2020,403956
fid015,5/9/2020,269932
fid015,5/21/2020,280715
fid015,2/28/2020,337351
fid015,5/20/2020,282987
fid015,2/29/2020,336505
fid015,2/1/2020,413602
fid015,5/8/2020,270356
fid015,2/15/2020,398869
fid015,2/3/2020,364627
fid015,2/17/2020,329088
fid015,5/22/2020,293406
fid015,5/23/2020,276508
fid015,2/2/2020,379318
fid015,5/27/2020,288110
fid015,2/6/2020,407372
fid015,2/12/2020,380465
fid015,2/13/2020,380154
fid015,2/7/2020,385604
fid015,5/26/2020,276572
fid015,5/24/2020,255357
fid015,5/30/2020,253821
fid015,2/11/2020,411409
fid015,5/18/2020,276473
fid015,2/5/2020,402075
fid015,2/10/2020,388088
fid015,5/19/2020,268408
fid015,5/31/2020,277044
fid015,5/25/2020,220626
fid015,2/21/2020,395443
fid015,5/28/2020,274599
fid015,2/9/2020,388005
fid015,5/14/2020,278416
fid015,5/15/2020,289492
fid015,5/1/2020,270587
fid015,2/8/2020,382423
fid015,2/20/2020,396127
fid015,5/29/2020,257677
fid015,2/22/2020,389916
fid015,5/17/2020,258873
fid015,5/3/2020,237971
fid015,5/2/2020,278001
fid015,5/16/2020,229691
fid015,2/23/2020,344536
fid015,5/12/2020,282034
fid015,5/6/2020,295625
fid015,2/27/2020,344367
fid015,2/26/2020,334731
fid015,5/7/2020,278823
fid015,5/13/2020,308287
fid015,5/5/2020,276779
fid015,5/11/2020,244139
fid015,2/18/2020,394643
fid015,2/24/2020,353995
fid015,2/25/2020,353440
fid015,5/10/2020,257721
fid015,2/19/2020,382361
fid015,5/4/2020,263423
fid015,4/23/2020,290645
fid015,3/2/2020,330016
fid015,3/16/2020,340963
fid015,3/17/2020,343076
fid015,3/3/2020,292081
fid015,4/22/2020,281930
fid015,4/20/2020,255788
fid015,3/29/2020,333706
fid015,3/15/2020,297254
fid015,4/8/2020,334235
fid015,4/9/2020,346046
fid015,3/14/2020,267671
fid015,4/21/2020,278799
fid015,3/28/2020,331203
fid015,4/19/2020,252334
fid015,4/25/2020,269937
fid015,4/30/2020,282206
fid015,4/24/2020,284543
fid015,3/5/2020,342558
fid015,4/18/2020,276204
fid015,3/7/2020,326421
fid015,3/13/2020,295285
fid015,4/26/2020,264266
fid015,4/27/2020,265899
fid015,3/6/2020,312908
